Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Donor24_TrypLysC_A Spectral Count	Donor24_TrypLysC_B Spectral Count	Donor24_TrypLysC_C Spectral Count	Donor24_TrypLysC_D Spectral Count	Donor24_TrypLysC_E Spectral Count	Donor24_TrypLysC_F Spectral Count	Donor24_TrypLysC_FT Spectral Count	Donor24_TrypLysC_G Spectral Count	Donor24_TrypLysC_H Spectral Count	Donor29_TrypLysC_A Spectral Count	Donor29_TrypLysC_B Spectral Count	Donor29_TrypLysC_C Spectral Count	Donor29_TrypLysC_D Spectral Count	Donor29_TrypLysC_E Spectral Count	Donor29_TrypLysC_F Spectral Count	Donor29_TrypLysC_FT Spectral Count	Donor29_TrypLysC_G Spectral Count	Donor29_TrypLysC_H Spectral Count	Donor30_TrypLysC_A Spectral Count	Donor30_TrypLysC_B Spectral Count	Donor30_TrypLysC_C Spectral Count	Donor30_TrypLysC_D Spectral Count	Donor30_TrypLysC_E Spectral Count	Donor30_TrypLysC_F Spectral Count	Donor30_TrypLysC_FT Spectral Count	Donor30_TrypLysC_G Spectral Count	Donor30_TrypLysC_H Spectral Count	Donor24_TrypLysC_A Unique Spectral Count	Donor24_TrypLysC_B Unique Spectral Count	Donor24_TrypLysC_C Unique Spectral Count	Donor24_TrypLysC_D Unique Spectral Count	Donor24_TrypLysC_E Unique Spectral Count	Donor24_TrypLysC_F Unique Spectral Count	Donor24_TrypLysC_FT Unique Spectral Count	Donor24_TrypLysC_G Unique Spectral Count	Donor24_TrypLysC_H Unique Spectral Count	Donor29_TrypLysC_A Unique Spectral Count	Donor29_TrypLysC_B Unique Spectral Count	Donor29_TrypLysC_C Unique Spectral Count	Donor29_TrypLysC_D Unique Spectral Count	Donor29_TrypLysC_E Unique Spectral Count	Donor29_TrypLysC_F Unique Spectral Count	Donor29_TrypLysC_FT Unique Spectral Count	Donor29_TrypLysC_G Unique Spectral Count	Donor29_TrypLysC_H Unique Spectral Count	Donor30_TrypLysC_A Unique Spectral Count	Donor30_TrypLysC_B Unique Spectral Count	Donor30_TrypLysC_C Unique Spectral Count	Donor30_TrypLysC_D Unique Spectral Count	Donor30_TrypLysC_E Unique Spectral Count	Donor30_TrypLysC_F Unique Spectral Count	Donor30_TrypLysC_FT Unique Spectral Count	Donor30_TrypLysC_G Unique Spectral Count	Donor30_TrypLysC_H Unique Spectral Count	Donor24_TrypLysC_A Total Spectral Count	Donor24_TrypLysC_B Total Spectral Count	Donor24_TrypLysC_C Total Spectral Count	Donor24_TrypLysC_D Total Spectral Count	Donor24_TrypLysC_E Total Spectral Count	Donor24_TrypLysC_F Total Spectral Count	Donor24_TrypLysC_FT Total Spectral Count	Donor24_TrypLysC_G Total Spectral Count	Donor24_TrypLysC_H Total Spectral Count	Donor29_TrypLysC_A Total Spectral Count	Donor29_TrypLysC_B Total Spectral Count	Donor29_TrypLysC_C Total Spectral Count	Donor29_TrypLysC_D Total Spectral Count	Donor29_TrypLysC_E Total Spectral Count	Donor29_TrypLysC_F Total Spectral Count	Donor29_TrypLysC_FT Total Spectral Count	Donor29_TrypLysC_G Total Spectral Count	Donor29_TrypLysC_H Total Spectral Count	Donor30_TrypLysC_A Total Spectral Count	Donor30_TrypLysC_B Total Spectral Count	Donor30_TrypLysC_C Total Spectral Count	Donor30_TrypLysC_D Total Spectral Count	Donor30_TrypLysC_E Total Spectral Count	Donor30_TrypLysC_F Total Spectral Count	Donor30_TrypLysC_FT Total Spectral Count	Donor30_TrypLysC_G Total Spectral Count	Donor30_TrypLysC_H Total Spectral Count	Donor24_TrypLysC_A Intensity	Donor24_TrypLysC_B Intensity	Donor24_TrypLysC_C Intensity	Donor24_TrypLysC_D Intensity	Donor24_TrypLysC_E Intensity	Donor24_TrypLysC_F Intensity	Donor24_TrypLysC_FT Intensity	Donor24_TrypLysC_G Intensity	Donor24_TrypLysC_H Intensity	Donor29_TrypLysC_A Intensity	Donor29_TrypLysC_B Intensity	Donor29_TrypLysC_C Intensity	Donor29_TrypLysC_D Intensity	Donor29_TrypLysC_E Intensity	Donor29_TrypLysC_F Intensity	Donor29_TrypLysC_FT Intensity	Donor29_TrypLysC_G Intensity	Donor29_TrypLysC_H Intensity	Donor30_TrypLysC_A Intensity	Donor30_TrypLysC_B Intensity	Donor30_TrypLysC_C Intensity	Donor30_TrypLysC_D Intensity	Donor30_TrypLysC_E Intensity	Donor30_TrypLysC_F Intensity	Donor30_TrypLysC_FT Intensity	Donor30_TrypLysC_G Intensity	Donor30_TrypLysC_H Intensity	Donor24_TrypLysC_A MaxLFQ Intensity	Donor24_TrypLysC_B MaxLFQ Intensity	Donor24_TrypLysC_C MaxLFQ Intensity	Donor24_TrypLysC_D MaxLFQ Intensity	Donor24_TrypLysC_E MaxLFQ Intensity	Donor24_TrypLysC_F MaxLFQ Intensity	Donor24_TrypLysC_FT MaxLFQ Intensity	Donor24_TrypLysC_G MaxLFQ Intensity	Donor24_TrypLysC_H MaxLFQ Intensity	Donor29_TrypLysC_A MaxLFQ Intensity	Donor29_TrypLysC_B MaxLFQ Intensity	Donor29_TrypLysC_C MaxLFQ Intensity	Donor29_TrypLysC_D MaxLFQ Intensity	Donor29_TrypLysC_E MaxLFQ Intensity	Donor29_TrypLysC_F MaxLFQ Intensity	Donor29_TrypLysC_FT MaxLFQ Intensity	Donor29_TrypLysC_G MaxLFQ Intensity	Donor29_TrypLysC_H MaxLFQ Intensity	Donor30_TrypLysC_A MaxLFQ Intensity	Donor30_TrypLysC_B MaxLFQ Intensity	Donor30_TrypLysC_C MaxLFQ Intensity	Donor30_TrypLysC_D MaxLFQ Intensity	Donor30_TrypLysC_E MaxLFQ Intensity	Donor30_TrypLysC_F MaxLFQ Intensity	Donor30_TrypLysC_FT MaxLFQ Intensity	Donor30_TrypLysC_G MaxLFQ Intensity	Donor30_TrypLysC_H MaxLFQ Intensity	Indistinguishable Proteins
sp|P30419|NMT1_HUMAN	P30419	NMT1_HUMAN	NMT1	496	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycylpeptide N-tetradecanoyltransferase 1	1.0	0.9989	5	6	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7054305.0	0.0	0.0	0.0	2.2379642E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.632908E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30520|PURA2_HUMAN	P30520	PURA2_HUMAN	ADSS2	456	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenylosuccinate synthetase isozyme 2	1.0	0.999	10	11	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.701068E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26852168E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7493844E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.575834E7	0.0	0.0	0.0	
sp|P30530-2|UFO_HUMAN	P30530-2	UFO_HUMAN	AXL	885	Homo sapiens OX=9606		Isoform Short of Tyrosine-protein kinase receptor UFO	0.77	0.9964	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2441898.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P30530|UFO_HUMAN
sp|P30566|PUR8_HUMAN	P30566	PUR8_HUMAN	ADSL	484	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenylosuccinate lyase	1.0	0.9989	3	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1883784E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.531088E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9095396E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2501152E7	0.0	0.0	0.0	
sp|P30613-2|KPYR_HUMAN	P30613-2	KPYR_HUMAN	PKLR	543	Homo sapiens OX=9606		Isoform L-type of Pyruvate kinase PKLR	1.0	0.9989	3	14	0	14	1	1	1	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	2	1	0	0	3	0	0	0	4.3688384E7	1.910999E7	8197150.0	0.0	0.0	2.55355E7	3688511.5	0.0	0.0	0.0	4.2844084E7	0.0	0.0	0.0	1.09106842E9	0.0	0.0	0.0	0.0	5.1409568E7	1.040311E7	0.0	0.0	2.33168102E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5416171E7	0.0	0.0	0.0	0.0	2.53463E7	0.0	0.0	0.0	6.1314074E8	0.0	0.0	0.0	0.0	3.0720928E7	0.0	0.0	0.0	1.41380813E9	0.0	0.0	0.0	sp|P30613|KPYR_HUMAN
sp|P30626-2|SORCN_HUMAN	P30626-2	SORCN_HUMAN	SRI	183	Homo sapiens OX=9606		Isoform 2 of Sorcin	1.0	0.9985	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4648629.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P30626-3|SORCN_HUMAN, sp|P30626|SORCN_HUMAN
sp|P30740-2|ILEU_HUMAN	P30740-2	ILEU_HUMAN	SERPINB1	228	Homo sapiens OX=9606		Isoform 2 of Leukocyte elastase inhibitor	1.0	0.9989	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1838546E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P30740|ILEU_HUMAN
sp|P30825|CTR1_HUMAN	P30825	CTR1_HUMAN	SLC7A1	629	Homo sapiens OX=9606	1:Experimental evidence at protein level	High affinity cationic amino acid transporter 1	0.56	0.9905	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30837|AL1B1_HUMAN	P30837	AL1B1_HUMAN	ALDH1B1	517	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aldehyde dehydrogenase X, mitochondrial	1.0	0.999	9	13	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0.0	0.0	0.0	0.0	0.0	1345140.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0753208E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71946272E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0477864E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0123344E7	0.0	0.0	0.0	
sp|P30838|AL3A1_HUMAN	P30838	AL3A1_HUMAN	ALDH3A1	453	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aldehyde dehydrogenase, dimeric NADP-preferring	1.0	0.9927	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.066195E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30876|RPB2_HUMAN	P30876	RPB2_HUMAN	POLR2B	1174	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase II subunit RPB2	1.0	0.9982	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3606121E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P31040-2|SDHA_HUMAN	P31040-2	SDHA_HUMAN	SDHA	616	Homo sapiens OX=9606		Isoform 2 of Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.0	0.999	10	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4642432E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32097776E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4230912E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1687796E7	0.0	0.0	0.0	sp|P31040|SDHA_HUMAN
sp|P31150|GDIA_HUMAN	P31150	GDIA_HUMAN	GDI1	447	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rab GDP dissociation inhibitor alpha	1.0	0.9987	5	3	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3352382E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8495986E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P31153|METK2_HUMAN	P31153	METK2_HUMAN	MAT2A	395	Homo sapiens OX=9606	1:Experimental evidence at protein level	S-adenosylmethionine synthase isoform type-2	1.0	0.999	7	9	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0.0	0.0	0.0	0.0	0.0	1615246.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2054272E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98795968E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7076392E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7824756E7	0.0	0.0	0.0	
sp|P31327-3|CPSM_HUMAN	P31327-3	CPSM_HUMAN	CPS1	1506	Homo sapiens OX=9606		Isoform 3 of Carbamoyl-phosphate synthase [ammonia], mitochondrial	1.0	0.999	23	36	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	28	0	0	0	0.0	0.0	0.0	0.0	0.0	521343.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61536E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01271104E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8548376E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2466828E7	0.0	0.0	0.0	sp|P31327|CPSM_HUMAN
sp|P31350-2|RIR2_HUMAN	P31350-2	RIR2_HUMAN	RRM2	449	Homo sapiens OX=9606		Isoform 2 of Ribonucleoside-diphosphate reductase subunit M2	1.0	0.999	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2962442E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9471954E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P31350|RIR2_HUMAN
sp|P31483-3|TIA1_HUMAN	P31483-3	TIA1_HUMAN	TIA1	214	Homo sapiens OX=9606		Isoform 3 of Cytotoxic granule associated RNA binding protein TIA1	0.99	0.9987	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6255467.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7711098E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P31483|TIA1_HUMAN
sp|P31689|DNJA1_HUMAN	P31689	DNJA1_HUMAN	DNAJA1	397	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 1	1.0	0.999	7	10	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40359328E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46015728E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7756916E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8744248E7	0.0	0.0	0.0	
sp|P31751-2|AKT2_HUMAN	P31751-2	AKT2_HUMAN	AKT2	438	Homo sapiens OX=9606		Isoform 2 of RAC-beta serine/threonine-protein kinase	0.98	0.9899	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	603960.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P31751|AKT2_HUMAN
sp|P31930|QCR1_HUMAN	P31930	QCR1_HUMAN	UQCRC1	480	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 1, mitochondrial	1.0	0.999	6	9	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11101392E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58579776E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5193E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3737228E7	0.0	0.0	0.0	
sp|P31937|3HIDH_HUMAN	P31937	3HIDH_HUMAN	HIBADH	336	Homo sapiens OX=9606	1:Experimental evidence at protein level	3-hydroxyisobutyrate dehydrogenase, mitochondrial	0.91	0.9988	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6463233.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
